hhid,region,langue,s05q01,s05q02,s05q03,s05q03_autre,s05q04,s05q04_autre,s05q05,s05q06,s05q07,s05q07a,s04q7a_autre,s05q08,s05q08a,s05q09__0,s05q09__1,s05q09__2,s05q09__3,s05q09__4,s05q09__5,s05q09__6,s05q09__7,s05q09__8,s05q09__9,s05q09__10,s05q09__11,s05q09__12,s05q09__13,s05q09__14,s05q09__15,s05q09__16,s05q09__17,s05q09__18,s05q09__19,s05q09__20,s05q09__21,s05q09__22,s05q09__23,s05q09__24,s05q09__25,s05q09__26,s05q09__27,s05q09__28,s05q09__29,s05q09__30,s05q09__31,s05q09__32,s05q09__33,s05q09__34,s05q09__35,s05q09__36,s05q09__37,s05q09__38,s05q09__39,s05q09__40,s05q09__41,s05q09__42,s05q09__43,s05q09__44,s05q09__45,s05q09__46,s05q09__47,s05q09__48,s05q09__49,s05q09__50,s05q09__51,s05q09__52,s05q09__53,s05q09__54,s05q09__55,s05q09__56,s05q09__57,s05q09__58,s05q09__59,s05q10,s05q11,s05q12,s05q13,s05q13_autre,s05q14,s05q15,s05q16,s05q16_autre,s05q17,s05q18,s05q19,s05q20,s05q21,s05q22,s00q01,s00q04,p0,hhweight_covid,domaine_residence
10730001,Bamako,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,FERMETURE DE L'ETABLISSEMENT POUR CAUSE DE CORONAVIRUS,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,612.50885009765625,Bamako
10730002,Bamako,Bambara/Malinké,NON,NON,,,,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,OUI,RESTE LES MEMES,AU MEME RYTHME,NON,,,Bamako,Urbain,Non Pauvres,612.50885009765625,Bamako
10730003,Bamako,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,612.50885009765625,Bamako
10730004,Bamako,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,OUI,RESTE LES MEMES,AU MEME RYTHME,NON,,,Bamako,Urbain,Non Pauvres,612.50885009765625,Bamako
10730005,Bamako,Bambara/Malinké,NON,OUI,COVID-19,,EDUCATION,,,,,,,NON,OUI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Pauvres,567.28961181640625,Bamako
10730006,Bamako,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,612.50885009765625,Bamako
10730007,Bamako,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,612.50885009765625,Bamako
10730008,Bamako,Bambara/Malinké,OUI,,,,,,Dans une entreprise familiale ou gérée par un membre du ménage,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,AUCUN CLIENT,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,612.50885009765625,Bamako
10730009,Bamako,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,"AUTRE, SPECIFIER",COVID,OUI,OUI,,,OUI,RESTE LES MEMES,AU MEME RYTHME,NON,,,Bamako,Urbain,Non Pauvres,612.50885009765625,Bamako
10730010,Bamako,Bambara/Malinké,NON,NON,,,,,,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,612.50885009765625,Bamako
10730011,Bamako,Bambara/Malinké,OUI,,,,,,En tant que salarié,OUI,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Plus élevé que d'habitude,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,612.50885009765625,Bamako
10730012,Bamako,Bambara/Malinké,OUI,,,,,,En tant que salarié,OUI,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,612.50885009765625,Bamako
10740001,Bamako,Français,NON,NON,,,,,,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,NE PEUT SE DEPLACER / TRANSPORTER LES PRODUITS,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,311.9468688964844,Bamako
10740002,Bamako,Bambara/Malinké,NON,OUI,"AUTRE, SPECIFIER",vendeur d'habit,COMMERCE,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,311.9468688964844,Bamako
10740003,Bamako,Bambara/Malinké,NON,NON,,,,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,311.9468688964844,Bamako
10740008,Bamako,Français,OUI,,,,,,En tant que salarié,OUI,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,311.9468688964844,Bamako
10750001,Bamako,Bambara/Malinké,OUI,,,,,,En tant que salarié,OUI,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,AUCUN CLIENT,,OUI,OUI,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,441.7349853515625,Bamako
10750002,Bamako,Bambara/Malinké,OUI,,,,,,En tant que salarié,OUI,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,441.7349853515625,Bamako
10750003,Bamako,Bambara/Malinké,NON,OUI,COVID-19,,EDUCATION,,,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,"AUTRE, SPECIFIER",difficultés à cause du COVID,NON,,,,OUI,RESTE LES MEMES,AU MEME RYTHME,NON,,,Bamako,Urbain,Non Pauvres,441.7349853515625,Bamako
10750006,Bamako,Bambara/Malinké,OUI,,,,,,En tant que salarié,OUI,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,441.7349853515625,Bamako
10750007,Bamako,Bambara/Malinké,NON,OUI,COVID-19,,SERVICES PERSONNELS,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,AUCUN CLIENT,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,441.7349853515625,Bamako
10750008,Bamako,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Identique,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,441.7349853515625,Bamako
10750009,Bamako,Bambara/Malinké,NON,NON,,,,,,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,OUI,BAISSE,MOINS FREQUEMMENT,NON,,,Bamako,Urbain,Non Pauvres,441.7349853515625,Bamako
10750010,Bamako,Peulh/Foulfoulbé,OUI,,,,,,Pour votre propre compte,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,OUI,BAISSE,PLUS FREQUEMMENT,NON,,,Bamako,Urbain,Non Pauvres,441.7349853515625,Bamako
10750012,Bamako,Bambara/Malinké,OUI,,,,,,Dans une entreprise familiale ou gérée par un membre du ménage,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,"AUTRE, SPECIFIER",Covid 19,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,441.7349853515625,Bamako
10780001,Bamako,Bambara/Malinké,NON,OUI,"AUTRE, SPECIFIER",transport,TRANSPORTS,,,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,563.55364990234375,Bamako
10780003,Bamako,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Identique,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Pauvres,521.94866943359375,Bamako
10780004,Bamako,Bambara/Malinké,NON,NON,,,,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NE SAIT PAS,,,NON,,,Bamako,Urbain,Non Pauvres,563.55364990234375,Bamako
10780005,Bamako,Bambara/Malinké,NON,NON,,,,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,563.55364990234375,Bamako
10780006,Bamako,Bambara/Malinké,OUI,,,,,,En tant que salarié,OUI,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,AUCUN CLIENT,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,563.55364990234375,Bamako
10780008,Bamako,Bambara/Malinké,NON,NON,,,,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,563.55364990234375,Bamako
10780009,Bamako,Bambara/Malinké,NON,OUI,COVID-19,,"AUTRE, SPECIFIER",Artiste,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,OUI,BAISSE,AU MEME RYTHME,NON,,,Bamako,Urbain,Pauvres,521.94866943359375,Bamako
10780010,Bamako,Bambara/Malinké,OUI,,,,,,En tant que salarié,OUI,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,"AUTRE, SPECIFIER",COVID,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,563.55364990234375,Bamako
10780011,Bamako,Bambara/Malinké,NON,NON,,,,,,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,INDUSTRIE,Inférieur à d'habitude,FERMETURE DE L'ETABLISSEMENT POUR CAUSE DE CORONAVIRUS,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,563.55364990234375,Bamako
10780012,Bamako,Bambara/Malinké,NON,OUI,"AUTRE, SPECIFIER",Gardien de la mosquee,"AUTRE, SPECIFIER",gardienage,,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Pauvres,521.94866943359375,Bamako
10790001,Bamako,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,"AUTRE, SPECIFIER",manque de client,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,520.29095458984375,Bamako
10790002,Bamako,Bambara/Malinké,NON,NON,,,,,,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,520.29095458984375,Bamako
10790003,Bamako,Bambara/Malinké,OUI,,,,,,En tant que salarié,OUI,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,OUI,OUI,,,OUI,RESTE LES MEMES,AU MEME RYTHME,NON,,,Bamako,Urbain,Non Pauvres,520.29095458984375,Bamako
10790004,Bamako,Bambara/Malinké,OUI,,,,,,En tant que salarié,OUI,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,520.29095458984375,Bamako
10790005,Bamako,Bambara/Malinké,NON,OUI,ACTIVITE A l'ARRET(ENTREPRISE ou ADMINISTRATION),,ADMINISTRATION PUBLIQUE,,,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,OUI,RESTE LES MEMES,AU MEME RYTHME,NON,,,Bamako,Urbain,Non Pauvres,520.29095458984375,Bamako
10790006,Bamako,Bambara/Malinké,NON,OUI,COVID-19,,EDUCATION,,,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,520.29095458984375,Bamako
10790008,Bamako,Bambara/Malinké,OUI,,,,,,En tant que salarié,NON,Aucun paiement,COVID-19,,NON,OUI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,520.29095458984375,Bamako
10790009,Bamako,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,AUCUN CLIENT,,OUI,NON,TRAVAIL SAISONNIER,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,520.29095458984375,Bamako
10790010,Bamako,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,520.29095458984375,Bamako
10790011,Bamako,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Identique,,,NON,,,,OUI,RESTE LES MEMES,AU MEME RYTHME,NON,,,Bamako,Urbain,Non Pauvres,520.29095458984375,Bamako
10790012,Bamako,Bambara/Malinké,NON,NON,,,,,,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Pauvres,481.8798522949219,Bamako
10820001,Bamako,Peulh/Foulfoulbé,NON,NON,,,,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,OUI,BAISSE,MOINS FREQUEMMENT,NON,,,Bamako,Urbain,Non Pauvres,1037.16650390625,Bamako
10820002,Bamako,Bambara/Malinké,NON,OUI,COVID-19,,SERVICES PERSONNELS,,,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,1037.16650390625,Bamako
10820003,Bamako,Bambara/Malinké,NON,NON,,,,,,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,AUCUN CLIENT,,OUI,OUI,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,1037.16650390625,Bamako
10820004,Bamako,Bambara/Malinké,OUI,,,,,,En tant que salarié,OUI,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,AUCUN CLIENT,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,1037.16650390625,Bamako
10820005,Bamako,Bambara/Malinké,OUI,,,,,,"En tant qu'apprenti, stagiaire",OUI,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,1037.16650390625,Bamako
10820008,Bamako,Bambara/Malinké,NON,OUI,ACTIVITE A l'ARRET(ENTREPRISE ou ADMINISTRATION),,SERVICES PERSONNELS,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,AUCUN CLIENT,,OUI,OUI,,,OUI,RESTE LES MEMES,AU MEME RYTHME,NON,,,Bamako,Urbain,Non Pauvres,1037.16650390625,Bamako
10820009,Bamako,Bambara/Malinké,NON,NON,,,,,,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Identique,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,1037.16650390625,Bamako
10820010,Bamako,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,1037.16650390625,Bamako
10830002,Bamako,Bambara/Malinké,NON,OUI,"AUTRE, SPECIFIER",soudeur,SERVICES PERSONNELS,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,399.61077880859375,Bamako
10830003,Bamako,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,AUCUN CLIENT,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,399.61077880859375,Bamako
10830004,Bamako,Bambara/Malinké,NON,OUI,ABSENT TEMPORAIREMENT,,EDUCATION,,,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,399.61077880859375,Bamako
10830005,Bamako,Bambara/Malinké,NON,NON,,,,,,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,MANQUE DE MATIERES PREMIERES,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,399.61077880859375,Bamako
10830006,Bamako,Bambara/Malinké,NON,OUI,COVID-19,,TOURISME,,,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,OUI,RESTE LES MEMES,AU MEME RYTHME,NON,,,Bamako,Urbain,Non Pauvres,399.61077880859375,Bamako
10830007,Bamako,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,OUI,RESTE LES MEMES,AU MEME RYTHME,NON,,,Bamako,Urbain,Non Pauvres,399.61077880859375,Bamako
10830008,Bamako,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,AUCUN CLIENT,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,399.61077880859375,Bamako
10830009,Bamako,Bambara/Malinké,NON,OUI,COVID-19,,COMMERCE,,,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,OUI,OUI,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,399.61077880859375,Bamako
10830010,Bamako,Bambara/Malinké,NON,OUI,MALADIE,,TRANSPORTS,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,FERMETURE DE L'ETABLISSEMENT POUR CAUSE DE CORONAVIRUS,,NON,,,,OUI,RESTE LES MEMES,MOINS FREQUEMMENT,NON,,,Bamako,Urbain,Non Pauvres,399.61077880859375,Bamako
10830011,Bamako,Bambara/Malinké,NON,OUI,COVID-19,,COMMERCE,,,,,,,NON,OUI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,399.61077880859375,Bamako
10830012,Bamako,Bambara/Malinké,OUI,,,,,,En tant que salarié,OUI,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,399.61077880859375,Bamako
10840001,Bamako,Bambara/Malinké,NON,NON,,,,,,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,OUI,BAISSE,MOINS FREQUEMMENT,NON,,,Bamako,Urbain,Non Pauvres,392.77984619140625,Bamako
10840002,Bamako,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Identique,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,392.77984619140625,Bamako
10840003,Bamako,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,"AUTRE, SPECIFIER",Crises du COVID 19,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,392.77984619140625,Bamako
10840004,Bamako,Bambara/Malinké,OUI,,,,,,En tant que salarié,OUI,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,OUI,AUGMENTE,PLUS FREQUEMMENT,NON,,,Bamako,Urbain,Non Pauvres,392.77984619140625,Bamako
10840005,Bamako,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,392.77984619140625,Bamako
10840007,Bamako,Bambara/Malinké,NON,OUI,COVID-19,,TRANSPORTS,,,,,,,NON,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,392.77984619140625,Bamako
10840009,Bamako,Bambara/Malinké,OUI,,,,,,Pour votre propre compte,,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI,SERVICES,Inférieur à d'habitude,FERMETURE DE L'ETABLISSEMENT POUR CAUSE DE CORONAVIRUS,,NON,,,,NON,,,NON,,,Bamako,Urbain,Pauvres,363.7823791503906,Bamako
10840010,Bamako,Bambara/Malinké,OUI,,,,,,En tant que salarié,OUI,,,,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON,,,,,NON,,,,NON,,,NON,,,Bamako,Urbain,Non Pauvres,392.77984619140625,Bamako
